in-card__title,nd-figure__content,in-realEstateListCard__priceOnTop,nd-list
"Appartamento all'asta via Melchiorre Gioia 53, Milano",,"da € 99.750,00",116/11/202325m²1
"Quadrilocale buono stato, primo piano, Turati, Milano",,€ 2.200.000,4195m²21
"Bilocale viale Giovanni da Cermenate, Cermenate - Abbiategrasso, Milano",,€ 300.000,265m²13
"Appartamento all'asta via Luigi Torelli, Milano",,"da € 81.000,00",351m²1
"Appartamento all'asta via del Cardellino 55, Milano",,"da € 152.000,00",208/11/202380m²R
"Appartamento all'asta via San Dionigi 4, Milano",,"da € 46.500,00",203/11/202333m²1
"Monolocale viale Bligny, Bocconi, Milano",,€ 410.000,150m²15
"Appartamento all'asta via Ernesto Reinach 7, Milano",,"da € 127.500,00",315/11/202373m²R
"Appartamento all'asta viale Marche 40, Milano",,"da € 197.533,10",130/10/202352m²R
"Appartamento all'asta via Bernardo Rucellai 8, Milano",,"da € 107.250,00",210/11/202366m²1
"Appartamento all'asta via Elio Vittorini, Milano",,"da € 100.200,00",374m²1
"Trilocale via Casoretto, Casoretto, Milano",,€ 389.000,390m²3
"Quadrilocale via Tortona, Solari, Milano",,€ 690.000,4115m²22
"Appartamento all'asta via Elio Vittorini   32, Milano",,"da € 100.200,00",482m²1
"Appartamento all'asta viale Certosa 292, Milano",,"da € 122.880,00",207/11/202379m²T
"Bilocale corso Sempione 95, Sempione, Milano",,€ 450.000,298m²2
"Bilocale corso Sempione 95, Sempione, Milano",,€ 450.000,298m²2
"Appartamento all'asta viale marche, 40, Milano",,"da € 197.533,00",152m²
"Quadrilocale corso Sempione 95, Sempione, Milano",,€ 530.000,498m²2
"Quadrilocale corso Sempione 95, Sempione, Milano",,€ 530.000,4109m²2
"Bilocale via Guglielmo Pepe, Isola, Milano",,€ 360.000,260m²2
"Trilocale viale Fulvio Testi 210, Bicocca, Milano",,€ 400.000,390m²22
"Appartamento all'asta via Ernesto Reinach 7, Milano",,"da € 127.500,00",315/11/202374m²R
"Appartamento all'asta, Milano",,"da € 127.500,00",374m²T
"Trilocale ottimo stato, quarto piano, Buenos Aires, Milano",,€ 590.000,390m²14
"Loft, ottimo stato, piano terra, Duomo, Milano",,€ 3.200.000,3284m²3+
"Villa plurifamiliare viale Daniele Ranzoni 12, De Angeli, Milano",,€ 2.150.000,600m²
"Bilocale via Vodice 15, San Siro, Milano",,€ 225.000,240m²1T
"Trilocale via Stresa 22, Maggiolina, Milano",,€ 1.290.000,3118m²213
"Loft via Bovisasca 3, Bovisa, Milano",,€ 560.000,5220m²3T
"Trilocale via Lario, Zara, Milano",,€ 650.000,380m²23
"Quadrilocale via Fano ,6, Bruzzano, Milano",,€ 290.000,494m²2
"Appartamento via Morimondo, Barona, Milano",,€ 735.000,5217m²3+T
"Quadrilocale via Alfonso Capecelatro 6, San Siro, Milano",,€ 821.000,4125m²23
"Quadrilocale via Alfonso Capecelatro 6, San Siro, Milano",,€ 846.000,4125m²24
"Trilocale via Don Luigi Guanella 13, Precotto, Milano",,€ 335.000,383m²11
"Trilocale via Don Luigi Guanella 13, Precotto, Milano",,€ 380.000,391m²12
"Trilocale via Don Luigi Guanella 13, Precotto, Milano",,€ 345.000,383m²12
"Trilocale via Don Luigi Guanella 13, Precotto, Milano",,€ 390.000,391m²13
"Loft via Cosimo del Fante 13, Ticinese, Milano",,€ 698.000,280m²1T
"Trilocale via Don Luigi Guanella 13, Precotto, Milano",,€ 355.000,383m²13
"Bilocale via Cosimo del Fante 13, Ticinese, Milano",,€ 698.000,280m²2T
"Bilocale via Cosimo del Fante 13, Ticinese, Milano",,€ 698.000,2115m²1T
"Loft via Cosimo del Fante 13, Ticinese, Milano",,€ 698.000,2115m²1T
"Appartamento via Morimondo, Barona, Milano",,€ 1.235.000,5+370m²3+T
"Bilocale via Matteo Civitali 46, San Siro, Milano",,€ 232.000,263m²15
"Bilocale via Marcello Nizzoli 4, Bande Nere, Milano",,€ 450.000,269m²11
"Bilocale via Guido Guinizelli 15, Pasteur, Milano",,€ 279.000,260m²1R
"Bilocale via Guido Guinizelli 15, Pasteur, Milano",,€ 249.000,250m²1R
"Bilocale via Guido Guinizelli 15, Pasteur, Milano",,€ 265.000,255m²1R
"Trilocale via Uberto Visconti di Modrone 19, Borgogna - Largo Augusto, Milano",,€ 847.600,366m²1T
"Bilocale via Guido Guinizelli 15, Pasteur, Milano",,€ 279.000,260m²1R
"Bilocale via Niccolò Copernico 51, Centrale, Milano",,€ 349.000,259m²13
"Trilocale via Bernardino Verro 43, Ripamonti, Milano",,€ 653.000,3125m²1
"Trilocale via Bernardino Verro 43, Ripamonti, Milano",,€ 560.000,3107m²1
"Trilocale via Bernardino Verro 43, Ripamonti, Milano",,€ 562.000,3107m²1
"Loft via Adelaide Bono Cairoli 28/a, Turro, Milano",,€ 1.080.000,3156m²2
"Bilocale viale Ca' Granda 14, Prato Centenaro, Milano",,€ 280.000,284m²12
"Bilocale via Pisanello, Gambara, Milano",,€ 370.000,260m²17
"Appartamento all'asta via Teano 2, Milano",,"da € 93.000,00",301/12/202359m²1
"Appartamento all'asta via Costanzo Cantoni 7, Milano",,"da € 56.000,00",312/12/202335m²S
"Bilocale corso LODI 65, Lodi - Brenta, Milano",,€ 440.000,280m²19
"Trilocale lodovico il moro, 105, Tre Castelli - Faenza, Milano",,€ 285.000,377m²14
"Bilocale lodovico il moro, 105, Tre Castelli - Faenza, Milano",,€ 285.000,277m²14
"Trilocale via Francesco Brioschi 55, Pezzotti - Meda, Milano",,€ 595.000,385m²2T
"Bilocale via Francesco Brioschi 55, Pezzotti - Meda, Milano",,€ 480.000,271m²1T
"Appartamento all'asta via Pietro Nenni 3a, Milano",,"da € 136.000,00",429/11/202385m²
"Appartamento all'asta via Valassina 42, Milano",,"da € 38.750,00",14/11/2023
"Trilocale via Lecco, Buenos Aires, Milano",,€ 449.000,370m²15
"Trilocale via Giovanni Cimabue 4, Monte Stella, Milano",,€ 440.000,380m²16
"Trilocale via Vittorio Barzoni, Corvetto, Milano",,€ 250.000,390m²1T
"Bilocale buono stato, terzo piano, Farini, Milano",,€ 299.000,250m²13
"Bilocale via Isaac Newton, San Siro, Milano",,€ 400.000,261m²12
"Bilocale via Cino da Pistoia 15, Ca' Granda, Milano",,€ 275.000,265m²11
"Trilocale via Dora Riparia 4, Bruzzano, Milano",,€ 279.000,3105m²14
"Monolocale Ripa di Porta Ticinese 127, Navigli - Darsena, Milano",,€ 200.000,135m²15
"Quadrilocale via Natale Battaglia, Pasteur, Milano",,€ 725.000,4140m²22
"Monolocale via Venosa 2, Lodi - Brenta, Milano",,€ 205.000,137m²14
"Bilocale via Luigi Guanella 14, Precotto, Milano",,€ 219.000,255m²13
"Quadrilocale via Harar 29, Figino, Milano",,€ 529.000,4140m²26
"Appartamento all'asta viale Certosa 292, Milano",,"da € 122.880,00",207/11/202360m²T
"Appartamento all'asta viale Ungheria 11, Milano",,"da € 112.500,00",308/11/202374m²2
"Bilocale via Andrea del Castagno, Bologna - Sulmona, Milano",,€ 200.000,245m²14
"Trilocale via Popoli Uniti 17, Rovereto, Milano",,€ 369.000,395m²11
"Trilocale via Evangelista Torricelli 3, Ascanio Sforza, Milano",,€ 435.000,360m²2T
"Trilocale via Val Trompia, 84, 20157 Milano Italia, Roserio, Milano",,€ 195.000,395m²13
"Bilocale via Padova 236, Crescenzago, Milano",,€ 210.000,250m²1R
"Monolocale via Carolina Invernizio 15, Vialba, Milano",,€ 171.600,158m²1
"Trilocale via Pisanello 4, Gambara, Milano",,€ 535.000,390m²24
"Quadrilocale via Ernesto Teodoro Moneta 43, Affori, Milano",,€ 409.000,4161m²22
"Bilocale via Carolina Invernizio 15, Vialba, Milano",,€ 160.000,254m²1T
"Trilocale via Padova 236, Crescenzago, Milano",,€ 428.000,395m²2T
"Bilocale via Carolina Invernizio 15, Vialba, Milano",,€ 134.000,245m²1T
"Bilocale via Carolina Invernizio 15, Vialba, Milano",,€ 214.000,276m²1
"Bilocale via Costantino Baroni 130, Gratosoglio, Milano",,€ 165.000,270m²19
"Quadrilocale via Federico de Roberto, 5, 20157 Milano Italia, Vialba, Milano",,€ 280.000,4105m²26
"Quadrilocale via Privata Taggia 30, Quarto Cagnino, Milano",,€ 399.000,4127m²23
"Bilocale viale Argonne, Argonne - Corsica, Milano",,€ 340.000,250m²14
"Trilocale via Ottavio Rinuccini, 3, 20125 Milano Italia, Rovereto, Milano",,€ 298.000,380m²12
"Bilocale via Matteo Civitali 46, San Siro, Milano",,€ 219.000,263m²13
"Bilocale via Trasimeno 22, Quartiere Adriano, Milano",,€ 240.000,298m²25
"Trilocale via Marcello Nizzoli 4, Bande Nere, Milano",,€ 644.000,394m²23
"Quadrilocale via Marcello Nizzoli 4, Bande Nere, Milano",,€ 915.000,4136m²21
"Quadrilocale via Marcello Nizzoli 4, Bande Nere, Milano",,€ 724.000,4103m²25
"Attico via Marcello Nizzoli 4, Bande Nere, Milano",,€ 950.000,3130m²27
"Quadrilocale via Marcello Nizzoli 4, Bande Nere, Milano",,€ 704.000,4103m²23
"Appartamento all'asta via Giovanni Pacini 61, Milano",,"da € 689.250,00",516/01/2024181m²5
"Bilocale via Amedeo d'Aosta 15, Città Studi, Milano",,€ 465.000,256m²17
"Trilocale via Laurana 6, Istria, Milano",,€ 349.000,3105m²1R
"Quadrilocale via Senigallia, Bruzzano, Milano",,€ 355.000,4128m²27
"Trilocale via Vigilio Inama 20, Città Studi, Milano",,€ 400.000,390m²11
"Trilocale via davanzati bernardo 33, Dergano, Milano",,€ 335.000,370m²12
"Bilocale via Giuseppe Tartini 3, Dergano, Milano",,€ 229.000,260m²14
"Monolocale via Ilarione Rancati 33, Turro, Milano",,€ 152.000,140m²11
"Appartamento via Antonio Lecchi 15, Navigli - Darsena, Milano",,€ 829.000,5104m²2T
"Bilocale via Salvatore Rosa 5, Certosa, Milano",,€ 278.000,269m²1R
"Trilocale via Mac Mahon, Cenisio, Milano",,€ 450.000,370m²12
"Appartamento all'asta viale Marche 40, Milano",,"da € 197.533,10",130/10/202352m²
"Trilocale via Adeodato Ressi 22, Maggiolina, Milano",,€ 530.000,391m²22
"Appartamento all'asta via Giacinto Gigante 5, Milano",,"da € 120.000,00",16/11/2023
"Bilocale via Beato Angelico 27, Città Studi, Milano",,€ 290.000,257m²11
"Bilocale via Cesare Cesariano 7, Arena, Milano",,€ 475.000,267m²16
"Quadrilocale via Sant'Abbondio, Chiesa Rossa, Milano",,€ 255.000,4115m²23
"Quadrilocale via Carnia 33, Udine, Milano",,€ 575.000,4140m²24
"Appartamento via dei Sormani 9, Dezza, Milano",,€ 1.180.000,5183m²3+1
"Trilocale via Cicco Simonetta 16/a, Corso Genova, Milano",,€ 595.000,392m²1
"Trilocale via Gaetano Braga 1, Cascina dei Pomi, Milano",,€ 319.000,360m²12
"Bilocale via Siro Taddei 3, Baggio, Milano",,€ 145.000,251m²1T
"Trilocale via Monte Rotondo 17, Niguarda, Milano",,€ 365.000,3114m²15
"Trilocale via Evangelista Torricelli 3, Ascanio Sforza, Milano",,€ 460.000,369m²2
"Trilocale via Jacopino da Tradate 8, Certosa, Milano",,€ 258.000,390m²12
"Quadrilocale via Feltre, Quartiere Feltre, Milano",,€ 575.000,4140m²24
"Appartamento all'asta viale Ungheria 11, Milano",,"da € 150.000,00",08/11/2023
"Appartamento all'asta viale Certosa 292, Milano",,"da € 163.840,00",07/11/2023
"Trilocale via Luigi Calamatta 14, Porta Vittoria, Milano",,€ 320.000,375m²12
"Villa unifamiliare via Veglia, Istria, Milano",,€ 1.720.000,3405m²3+
"Appartamento all'asta via del Cardellino 55, Milano",,"da € 152.000,00",08/11/2023
"Quadrilocale buono stato, quarto piano, Città Studi, Milano",,€ 575.000,4140m²24
"Appartamento all'asta via E. Reinach , 7, Milano",,"da € 127.500,00",215/11/202374m²T
"Appartamento all'asta via Costanzo Cantoni 7, Milano",,"da € 56.000,00",12/12/2023
"Appartamento all'asta viale Marche , 40, Milano",,"da € 197.533,00",230/10/202352m²T
"Appartamento all'asta via Ernesto Reinach 7, Milano",,"da € 170.000,00",15/11/2023
"Appartamento via Moretto da Brescia, Città Studi, Milano",,€ 565.000,590m²2R
"Monolocale via Melchiorre Delfico, Ghisolfa - Mac Mahon, Milano",,€ 180.000,140m²1T
"Appartamento all'asta via Pacini, 61, Milano",,"da € 689.250,00",5+16/01/2024188m²5
"Bilocale viale Certosa, 246, Cascina Merlata - Musocco, Milano",,€ 195.000,265m²11
"Bilocale via Roberto Tremelloni 40, Quartiere Adriano, Milano",,€ 280.000,265m²14
"Trilocale via Guglielmo Ferrero, Famagosta, Milano",,€ 359.000,380m²21
"Appartamento all'asta via Costanzo Cantoni 7, Milano",,"da € 42.000,00",250m²S
"Loft via Ripamonti, Vigentino - Fatima, Milano",,€ 220.000,142m²1T
"Trilocale via Cenisio 11A, Cenisio, Milano",,€ 699.000,390m²22
"Palazzo - Edificio via Zurigo 20/4, Inganni, Milano",,€ 280.000,386m²12
"Bilocale via Matteo Civitali 79, San Siro, Milano",,€ 385.000,280m²12
"Trilocale via Carlo Forlanini 21, Città Studi, Milano",,€ 389.000,382m²1R
"Bilocale via Alessandro Tadino 5, Porta Venezia, Milano",,€ 478.000,268m²13
"Trilocale viale Ungheria 21/4, Viale Ungheria - Mecenate, Milano",,€ 210.000,380m²17
"Trilocale via Cadore 8, Cadore, Milano",,€ 540.000,385m²13
"Quadrilocale piazza angilberto 2/C, Corvetto, Milano",,€ 429.000,4120m²22
"Trilocale via Albrecht Dürer 7, Gambara, Milano",,€ 469.000,383m²1
"Bilocale corso Lodi, Lodi - Brenta, Milano",,€ 315.000,250m²13
"Trilocale via Zendrini 14, Primaticcio, Milano",,€ 460.000,3125m²14
"Quadrilocale via Lucerna  7, Inganni, Milano",,€ 490.000,4140m²27
"Trilocale viale Carlo Espinasse, Certosa, Milano",,€ 179.000,371m²14
"Bilocale piazza Firenze 21, Portello - Parco Vittoria, Milano",,€ 460.000,262m²11
"Bilocale via dei Guarneri 24, Vigentino - Fatima, Milano",,€ 280.000,280m²1T
"Bilocale via dei Guarneri 24, Vigentino - Fatima, Milano",,€ 245.000,271m²1T
"Trilocale via Emanuele Filiberto 4, Sempione, Milano",,€ 750.000,3103m²13
"Bilocale via Erice 8, Vigentino - Fatima, Milano",,€ 269.000,252m²14
"Bilocale via dei Guarneri 24, Vigentino - Fatima, Milano",,€ 230.000,266m²1T
"Quadrilocale via appennini, Gallaratese, Milano",,€ 315.000,4120m²13
"Bilocale via Giovanni da Procida, Sempione, Milano",,€ 450.000,264m²1R
"Appartamento via degli Umiliati 8, Ponte Lambro, Milano",,€ 210.000,5120m²23 - 4
"Appartamento all'asta via Giuseppe Ripamonti 227, Milano",,"da € 96.750,00",207/11/202358m²8
"Trilocale via Teano 9, Comasina, Milano",,€ 279.000,370m²1
"Quadrilocale viale Monte Ceneri, 58, 20155 Milano Italia, Ghisolfa - Mac Mahon, Milano",,€ 490.000,4162m²23
"Trilocale piazza XXV Aprile  14, Garibaldi - Corso Como, Milano",,€ 985.000,3120m²12
"Bilocale via Vigilio Inama 20, Città Studi, Milano",,€ 279.000,255m²1R
"Bilocale via Mac Mahon 47, Cenisio, Milano",,€ 440.000,267m²25
"Appartamento all'asta via Bernardo Rucellai 8, Milano",,"da € 107.250,00",110/11/202349m²1
"Bilocale via BORROMEI 9, Carrobbio, Milano",,Prezzo su richiesta,286m²11
"Appartamento all'asta via Carlo Marochetti 3, Milano",,"da € 108.750,00",526/10/202380m²5
"Open space via Ernesto Teodoro Moneta 43, Affori, Milano",,€ 346.000,4140m²2R
"Appartamento all'asta viale Marche, 40, Milano",,"da € 197.533,00",352m²T
"Appartamento all'asta via Ernesto Reinach, 7, Milano",,"da € 127.500,00",5+74m²1
"Trilocale via Padova 236, Crescenzago, Milano",,€ 410.000,392m²2T
"Trilocale via Padova 236, Crescenzago, Milano",,€ 407.673,391m²2T
"Trilocale viale Monza 40, Pasteur, Milano",,€ 279.000,370m²16
"Appartamento all'asta via Ippodromo 56, Milano",,"da € 663.750,00",5+18/10/2023258m²3
"Trilocale viale Giovanni Suzzani 12, Ca' Granda, Milano",,€ 485.000,3100m²12
"Appartamento all'asta via Pacini, 61, Milano",,"da € 689.250,00",5+187m²5
"Quadrilocale via Moncucco 44, Famagosta, Milano",,€ 449.000,4130m²21
"Bilocale via Accademia 61, Casoretto, Milano",,€ 333.000,253m²13
"Trilocale piazza Firenze 21, Portello - Parco Vittoria, Milano",,€ 675.000,373m²11
"Trilocale via Gabbro 8, Affori, Milano",,€ 259.000,389m²1R
"Bilocale via Marco Aurelio 8, Parco Trotter, Milano",,€ 305.000,252m²11
"Bilocale Monte San Genesio 11, Dergano, Milano",,€ 259.000,261m²1R
"Trilocale via Tomaselli 1, Gratosoglio, Milano",,€ 428.000,3130m²26
"Trilocale via Teocrito 36, Gorla, Milano",,€ 270.000,380m²12
"Appartamento via Lucio Giunio Columella 10, Precotto, Milano",,€ 1.150.000,5167m²35
"Bilocale via San Mamete 3, Quartiere Adriano, Milano",,€ 149.000,242m²14
"Trilocale via Michele Novaro, Affori, Milano",,€ 329.000,3105m²14
"Appartamento all'asta via San Dionigi 4, Milano",,"da € 46.500,00",203/11/202333m²1
"Quadrilocale via Angelo Fava, Maggiolina, Milano",,€ 1.420.000,4202m²24
"Bilocale viale Monte Ceneri, Ghisolfa - Mac Mahon, Milano",,€ 199.000,242m²1
"Trilocale via Mario Morgantini 14, San Siro, Milano",,€ 490.000,395m²26
"Trilocale via Mario Morgantini 14, San Siro, Milano",,€ 490.000,395m²26
"Monolocale via Savona 26, Solari, Milano",,€ 430.000,1124m²1S
"Bilocale largo Tel Aviv 2, Cimiano, Milano",,€ 195.000,270m²11
"Bilocale via Marcello Prestinari 3, Bovisa, Milano",,€ 278.000,265m²11
"Trilocale via Caduti in Missione di Pace, Rubattino, Milano",,€ 480.000,3105m²25
"Appartamento all'asta viale Ungheria 11, Milano",,"da € 112.500,00",308/11/202379m²
"Appartamento all'asta via Ernesto Reinach 7, Milano",,"da € 127.500,00",315/11/202375m²
"Trilocale viale Tunisia 43, Repubblica, Milano",,€ 620.000,375m²26
"Bilocale via Acerenza, 9, Bovisa, Milano",,€ 199.000,255m²1T
"Bilocale viale Daniele Ranzoni 4, De Angeli, Milano",,€ 415.000,281m²13
"Bilocale via San Mamete 37, Quartiere Adriano, Milano",,€ 150.000,260m²1R
"Trilocale via Gian Battista Brocchi 22, Città Studi, Milano",,€ 370.000,359m²1T
"Appartamento all'asta via Giuseppe Ripamonti 227, Milano",,"da € 96.750,00",207/11/202359m²8
"Bilocale via Gianluigi Banfi 11, Gratosoglio, Milano",,€ 185.000,270m²11
"Trilocale corso Sempione 82, Sempione, Milano",,€ 499.000,3125m²21
"Bilocale via George Washington 85, Washington, Milano",,€ 490.000,260m²15
"Trilocale via Gian Battista Brocchi 22, Città Studi, Milano",,€ 370.000,359m²1T
"Bilocale via Giulio e Corrado Venini 45, Pasteur, Milano",,€ 370.000,285m²12
"Bilocale via Nicola Palmieri 32, Cermenate - Abbiategrasso, Milano",,€ 139.000,247m²13
"Trilocale via padova 286, Crescenzago, Milano",,€ 198.000,375m²12
"Bilocale via Novara 141, San Carlo, Milano",,€ 98.250,257m²15
"Attico via Vitruvio 43, Centrale, Milano",,€ 420.000,265m²16
"Bilocale corso 22 Marzo, Porta Vittoria, Milano",,€ 295.000,240m²11
"Quadrilocale via Roncaglia 19, Washington, Milano",,€ 1.170.000,4165m²26
"Trilocale via Amero Cagnoni, Gambara, Milano",,€ 690.000,3127m²28
"Quadrilocale via Tonale 5, Centrale, Milano",,€ 650.000,4150m²24
"Quadrilocale via Cosimo del Fante 6, Ticinese, Milano",,€ 1.500.000,4174m²24
"Trilocale viale Zara 119, Istria, Milano",,€ 385.000,398m²14
"Trilocale via Santa Tecla, 3., Duomo, Milano",,€ 1.300.000,396m²22
"Appartamento all'asta via San Dionigi 4, Milano",,"da € 46.500,00",203/11/202333m²1
"Bilocale via Valassina 45, Dergano, Milano",,€ 238.000,265m²12
"Trilocale via Giovanni Battista Niccolini 37, Paolo Sarpi, Milano",,Prezzo su richiesta,380m²14
"Bilocale via Abbondio Sangiorgio 14, Arco della Pace, Milano",,€ 850.000,281m²1
"Quadrilocale via Durini, Borgogna - Largo Augusto, Milano",,Prezzo su richiesta,4217m²31
"Trilocale via Emanuele Filiberto, Sempione, Milano",,€ 650.000,3103m²13
"Appartamento all'asta viale Marche 40, Milano",,"da € 197.533,10",230/10/202345m²T
"Appartamento all'asta via Ernesto Reinach 7, Milano",,"da € 127.500,00",315/11/202397m²T
"Quadrilocale via Odoardo Tabacchi 1, Corso San Gottardo, Milano",,€ 830.000,4117m²22
"Appartamento all'asta via Giovanni Pacini 61, Milano",,"da € 689.250,00",5+16/01/2024191m²
"Trilocale via Bullona 12, Sempione, Milano",,€ 580.000,390m²11
"Attico via Castellanza 7, Gallaratese, Milano",,€ 335.000,274m²114
"Appartamento via Giuseppe Frua 24, Frua, Milano",,€ 1.440.000,5+300m²3+1
"Trilocale via San Romanello 26, Quinto Romano, Milano",,€ 295.000,390m²26
"Bilocale via Popoli Uniti, Rovereto, Milano",,€ 328.000,272m²14
"Trilocale viale Premuda, Piave - Tricolore, Milano",,€ 855.000,395m²22
"Appartamento via vespri siciliani 38, Giambellino, Milano",,€ 1.050.000,5+266m²35
"Quadrilocale via Giovanni Pacini, Città Studi, Milano",,€ 515.000,4130m²11
"Trilocale via Molino delle Armi 19, Ticinese, Milano",,€ 535.000,377m²16
"Bilocale via Andrea Mantegna, Sempione, Milano",,€ 440.000,255m²15
"Trilocale via Aicardo 10, Pezzotti - Meda, Milano",,€ 410.000,385m²11
"Bilocale largo Tel Aviv 11, Cimiano, Milano",,€ 205.000,260m²17
"Trilocale via Giuseppe Monti 6, Muggiano, Milano",,€ 305.000,375m²22
"Bilocale piazza dei Daini 3, Bicocca, Milano",,€ 225.000,255m²1T
"Bilocale nuovo, quarto piano, Roserio, Milano",,€ 237.000,269m²14
"Bilocale via Ludovico Cavaleri 6, Bande Nere, Milano",,€ 245.000,252m²14
"Quadrilocale via Vittorio Gassman 3, Quartiere Adriano, Milano",,€ 460.000,4105m²22
"Appartamento all'asta via Giacinto Gigante 5, Milano",,"da € 90.000,00",260m²2
"Trilocale da ristrutturare, sesto piano, Roserio, Milano",,€ 148.000,393m²16
"Bilocale via Ruggero Bonghi 13, Pezzotti - Meda, Milano",,€ 435.000,275m²12
"Quadrilocale via Gerolamo Arganini 10, Niguarda, Milano",,€ 430.000,4120m²21
"Bilocale via Cesare Saldini 50, Città Studi, Milano",,€ 278.000,257m²11
"Trilocale viale Daniele Ranzoni 2, De Angeli, Milano",,€ 509.000,3110m²14
"Trilocale via Lodovico Muratori 55, Porta Romana - Medaglie d'Oro, Milano",,€ 665.000,3120m²12
"Trilocale via delle Primule 10, Lorenteggio, Milano",,€ 220.000,393m²1S
"Trilocale corso Italia, Missori, Milano",,€ 915.000,398m²23
"Trilocale viale Cassala 75, Navigli - Darsena, Milano",,€ 410.000,390m²2R
"Trilocale corso Italia, Missori, Milano",,€ 1.115.000,3122m²23
"Trilocale via dei Salici, Quartiere Olmi, Milano",,€ 219.000,390m²16
"Appartamento all'asta viale Marche 40, Milano",,"da € 197.534,00",130/10/202352m²
"Trilocale via Padova 213, Crescenzago, Milano",,€ 229.000,371m²17
"Appartamento all'asta via Ippodromo 56, Milano",,"da € 663.750,00",4249m²3
"Bilocale corso Italia, Missori, Milano",,€ 515.000,257m²13
"Trilocale via Enrico Besana, Guastalla, Milano",,€ 975.000,3108m²1R
"Trilocale via Pisanello 4, Gambara, Milano",,€ 535.000,390m²24
"Trilocale via Lodovico il Moro 163, Tre Castelli - Faenza, Milano",,€ 375.000,3115m²23
"Appartamento all'asta via Del Cardellino 55, Milano",,"da € 152.000,00",276m²1
"Appartamento all'asta viale Marche 40, Milano",,"da € 197.533,10",154m²
"Appartamento all'asta via Giovanni Pacini 61, Milano",,"da € 689.250,00",316/01/2024187m²5
"Bilocale piazza Francesco Carrara 23, Cermenate - Abbiategrasso, Milano",,€ 204.000,246m²13
"Bilocale via Ferrante Aporti 54, Rovereto, Milano",,€ 365.000,278m²11
"Trilocale via delle Forze Armate 50, Piazzale Siena, Milano",,€ 485.000,3112m²25
"Monolocale via Farsaglia 14, Martini - Insubria, Milano",,€ 150.000,130m²1R
"Trilocale via Crimea 3, Bande Nere, Milano",,€ 369.000,380m²14
"Bilocale viale Murillo, San Siro, Milano",,€ 230.000,250m²15
"Appartamento all'asta via Ripamonti   227, Milano",,"da € 96.750,00",260m²8
"Bilocale via Galileo Galilei 14, Repubblica, Milano",,€ 675.000,250m²13
"Trilocale angelo Filippetti 26, Porta Romana - Medaglie d'Oro, Milano",,€ 590.000,3110m²1T
"Bilocale via Claudio Debussy 4, Piazzale Siena, Milano",,€ 235.000,255m²14
"Bilocale via Giovanni della Casa 9, Certosa, Milano",,€ 245.000,275m²2
"Bilocale via Vincenzo da Seregno 18, Affori, Milano",,€ 175.000,251m²12
"Appartamento all'asta viale Marche, 40, Milano",,"da € 197.533,00",230/10/202352m²
"Monolocale piazza San Materno 8, Casoretto, Milano",,€ 144.000,126m²13
"Trilocale viale Monza 345, Villa San Giovanni, Milano",,€ 345.000,3120m²27
"Appartamento all'asta via Ripamonti , 227, Milano",,"da € 96.750,00",207/11/202358m²8
"Trilocale via Tonale 9, Centrale, Milano",,€ 390.000,380m²11
"Bilocale via delle Primule 9, Lorenteggio, Milano",,€ 210.000,240m²1S
"Appartamento all'asta via Pacini , 61, Milano",,"da € 689.250,00",416/01/2024188m²
"Appartamento all'asta via Bernardo Rucellai, 8, Milano",,"da € 107.250,00",155m²T
"Palazzo - Edificio via Paolo Paruta 21, Cimiano, Milano",,€ 800.000,375m²
"Appartamento all'asta via Costanzo Cantoni,   7, Milano",,"da € 42.000,00",35m²T
"Quadrilocale piazza Carlo Erba, Città Studi, Milano",,Prezzo su richiesta,4235m²36
"Bilocale via Brusuglio, Affori, Milano",,€ 178.000,260m²1R
"Appartamento all'asta viale Certosa , 292, Milano",,"da € 122.880,00",307/11/2023120m²
"Appartamento all'asta via Carlo Marx , 5, Milano",,"da € 213.750,00",307/11/2023125m²
"Palazzo - Edificio viale Certosa, Ghisolfa - Mac Mahon, Milano",,€ 1.700.000,5+950m²3+T
"Bilocale via Brusuglio, Affori, Milano",,€ 130.000,250m²1S
"Appartamento via Antonio Canova, Arco della Pace, Milano",,Prezzo su richiesta,5+233m²32
"Monolocale via Rieti 11, Baggio, Milano",,€ 75.000,132m²1S
"Trilocale via Feltre, Quartiere Feltre, Milano",,€ 585.000,3118m²23
"Appartamento all'asta via Giovanni Pacini 61, Milano",,"da € 689.250,00",5+16/01/2024188m²5
"Appartamento all'asta, Milano",,"da € 38.750,00",314/11/202374m²1
"Appartamento all'asta viale Marche, Milano",,"da € 197.533,10",355m²1
"Trilocale via Harar 3, San Siro, Milano",,€ 345.000,390m²14
"Trilocale ottimo stato, secondo piano, Solari, Milano",,€ 579.000,391m²22
"Appartamento all'asta via Pacini   61, Milano",,"da € 689.250,00",5+206m²5
"Appartamento all'asta via  Reinach 7, Milano",,"da € 127.500,00",379m²R
"Appartamento all'asta via E. Reinach, Milano",,"da € 127.500,00",375m²1
"Appartamento all'asta, Milano",,"da € 663.750,00",518/10/2023240m²3
"Appartamento all'asta viale Marche 40, Milano",,"da € 197.533,00",152m²R
"Appartamento all'asta, Milano",,"da € 120.862,50",403/10/2023101m²4
"Appartamento all'asta, Milano",,"da € 85.500,00",319/10/202374m²4
"Appartamento all'asta, Milano",,"da € 51.900,00",105/10/202325m²2
